% Model,TWA_Ragonal_like_plasma_for_Sij_centerfed.mph
% Version,COMSOL 6.2.0.339
% Date,"Aug 13 2024, 19:13"
% Table,Table 15 - Global Matrix Evaluation 1
% freq (MHz),De-embedded S-parameter (1),,,,,,,,,,,
95,0.22184098354196283+0.816184271289763i,-2.646864829939117E-5+8.931120675615916E-6i,-2.651024867978268E-5+8.911330246912587E-6i,-8.018310650012674E-5-5.4718336046346376E-5i,-3.8002892747449545E-4-1.7073762668518784E-4i,-0.002565545113758163-0.0012444036295182004i,-0.01359543576452478-0.026991967742416918i,0.4203983905294354-0.3261755386653214i,-0.013697013380954363-0.026989702212229703i,-0.0025726343725922694-0.0012527762865428365i,-3.85633568765309E-4-1.6165734622874817E-4i,-8.160953658083456E-5-6.248192112822249E-5i
,-2.644046123535294E-5+9.001143550300552E-6i,0.22018548348710587+0.8152450451945549i,-2.723814492018026E-7+1.0213355944513479E-7i,0.41962183673751824-0.33184108726028777i,-0.014154785563078285-0.027494229019717636i,-0.002673210816135867-0.0013117634271041i,-4.353709829060154E-4-1.818295017798696E-4i,-8.099833787966763E-5-5.3131363750683E-5i,-2.741179823231633E-5-1.9073770247904726E-5i,-8.98309960675845E-6-5.646338576418331E-6i,-3.0664915120540868E-6-1.7856545882867674E-6i,-7.692066327092644E-7-9.32597567887799E-7i
,-2.647001391704718E-5+8.915189348564531E-6i,-3.16204233017955E-7+8.950714518864484E-8i,0.2202282757404412+0.8152413174647304i,-9.730573043502807E-7-7.634928238068151E-7i,-3.027124424129479E-6-2.163155273665987E-6i,-8.995727299773916E-6-6.382831640717754E-6i,-2.7442961047999366E-5-1.962690197839367E-5i,-8.392965977025807E-5-5.655790563773983E-5i,-3.987551040143748E-4-1.855794922988525E-4i,-0.002616418170865633-0.0013213215899495916i,-0.014029091134998325-0.02737549940533963i,0.41898909192733697-0.3317827319761192i
,-8.356183327721038E-5-5.617273198238252E-5i,0.4190604732565278-0.3318451944046278i,-9.325918094972723E-7-6.115705652978755E-7i,0.7383256366112304+0.40161574199037464i,0.04157867511611477-0.09427195465359703i,-0.002195100434302873-0.009687962972896326i,-4.1563279972984927E-4-0.0015153744454226433i,-2.6043625636450735E-5-3.1817890845009734E-4i,-5.645568482060348E-6-1.1116069001303763E-4i,-3.505322555115445E-6-3.533523385284705E-5i,-1.5270108578829855E-6-1.1795206872572092E-5i,9.55833192395978E-7-3.792521206308556E-6i
,-3.883211246618407E-4-1.716247587184844E-4i,-0.014019370303793242-0.027402511736810468i,-2.977070574518763E-6-2.187245261498095E-6i,0.04149678271366117-0.09369735680544417i,0.9134924067687409+0.376207674861308i,0.04134626730130395-0.10266468227960084i,-0.002754178741115273-0.010097374323572307i,-3.8719887269085334E-4-0.0013372926987579095i,-5.4196823556867505E-5-3.690924704161299E-4i,-8.261549758857125E-6-1.132476467713444E-4i,-2.7667463995313865E-6-3.719958383112635E-5i,7.362894883378641E-8-1.3123640927950332E-5i
,-0.0025650144307485688-0.0012774233903716688i,-0.0026225727483218638-0.001325544407460211i,-8.601690103290947E-6-6.18341671193305E-6i,-0.002196108515877988-0.009679606226210172i,0.04124069288374315-0.10281207669364696i,0.914157622657073+0.37629141786420267i,0.04075243767041743-0.10325283820132213i,-0.002447976920040074-0.009568064273436126i,-4.937407454023443E-4-0.0014540140847750338i,-6.565691790386488E-5-3.3648588935730164E-4i,-1.4977343706033047E-5-1.0809319005806051E-4i,4.2373039121403515E-6-3.7073840257235734E-5i
,-0.013611983231323248-0.027023707890184472i,-3.998323790522237E-4-1.8465017665053135E-4i,-2.716792785719855E-5-1.9421218485254888E-5i,-4.0325007173560017E-4-0.0013721183625806474i,-0.0027712642916807133-0.009998988986976374i,0.04067737243894783-0.10322209413285927i,0.9136579272830728+0.3761134937515299i,0.04171890108742289-0.09303868178707536i,-0.002231279825101003-0.010110796840967776i,-4.786124414211066E-4-0.0014216590707182841i,-6.438705279638061E-5-3.5848673535997233E-4i,5.79937727954991E-6-1.1337389751945608E-4i
,0.4200901668022579-0.32573149003314406i,-8.327588214920365E-5-5.655044368522801E-5i,-8.330408798685246E-5-5.669961801782804E-5i,-1.9278301215996848E-5-3.1901636971917453E-4i,-3.373120275251875E-4-0.0013382138800145024i,-0.002152323197215789-0.00926007931615396i,0.04143279202226109-0.09177161755228408i,0.7258283995317252+0.4156586094093635i,0.04122391572608868-0.0920658902963639i,-0.0021442138960671674-0.009298235806117518i,-3.7361715488830414E-4-0.0013368453705906555i,-7.692756960546687E-7-3.3752853934556086E-4i
,-0.013610222008044248-0.027025243828185608i,-2.7590150308372087E-5-1.96506666705099E-5i,-3.988807110599722E-4-1.852733596840753E-4i,-2.5245913827015608E-6-1.1097315282150847E-4i,-5.093922514790955E-5-3.7956047671962995E-4i,-4.0371672163934044E-4-0.0014861120773460308i,-0.0021178149599344323-0.010023946873033871i,0.04142763291045837-0.09228044360836153i,0.9149180606760728+0.37735107570282744i,0.041161191870567715-0.10280859330747048i,-0.0027493364760120833-0.010118582467752747i,-2.4676899305511765E-4-0.0013773900156138648i
,-0.0025638949286429184-0.0012762697384151882i,-9.042910807621805E-6-6.405831987441747E-6i,-0.002620288620712957-0.001323654572961233i,-9.814034518767049E-7-3.6677980452538616E-5i,-1.2025677593495438E-5-1.1695703010807171E-4i,-6.0474497978821554E-5-3.792841357558489E-4i,-4.0314601131332707E-4-0.001491356539802855i,-0.0020695417421789735-0.009341682866649955i,0.041139648373430995-0.10293060674663337i,0.9138994431785774+0.3771325376778778i,0.041148120648868476-0.10273365107898073i,-0.002046737079288377-0.009290866494943402i
