% Model,TWA_Ragonal_like_plasma_for_Sij.mph
% Version,COMSOL 6.2.0.339
% Date,"Jun 25 2024, 13:09"
% Table,Table 15 - Global Matrix Evaluation 1
% freq (MHz),De-embedded S-parameter (1),,,,,,,,,,
96,0.23093301323773546+0.8126374791162437i,-4.980038643751726E-7-1.1398965461868508E-8i,0.4154105272191835-0.33512723244664455i,-0.014407981357342007-0.027168355320115117i,-0.0026352937357802773-0.0012760447083972955i,-4.004930543831606E-4-1.7738031715616823E-4i,-9.353063034897311E-5-5.633436771997735E-5i,-2.7898309768620154E-5-1.8688156727856138E-5i,-9.092128961129616E-6-6.196559246794726E-6i,-3.0426026770234228E-6-2.1514674833036752E-6i,-1.0102370141606598E-6-7.831633156199256E-7i
,-4.4489994427498965E-7-1.3426283268695786E-8i,0.23089986110459876+0.8126267477940995i,-9.795156140707696E-7-7.16937292613284E-7i,-3.066503916762095E-6-2.0959288792885007E-6i,-9.068085789460754E-6-6.2111111456737425E-6i,-2.7915421564125686E-5-1.8658792893970522E-5i,-9.358430014840257E-5-5.632438542340677E-5i,-4.0063687228504563E-4-1.7741494092475777E-4i,-0.002636970701663951-0.0012761771579451243i,-0.0144255670528219-0.02717764293500705i,0.41547680577828405-0.3350926071045312i
,0.415410324493903-0.3351275751256407i,-1.0263196790222373E-6-1.4584092546262976E-6i,0.739689331827573+0.39657095891644006i,0.0412136929783512-0.09411755611085444i,-0.002131597604357515-0.009549077268582363i,-3.517977181321879E-4-0.0014139877490402387i,-4.0830189149392906E-5-3.616615064033085E-4i,-6.875393484017765E-6-1.1186703086505559E-4i,-1.8256398986121308E-6-3.668944404766975E-5i,-3.45008058535078E-7-1.2422381189707145E-5i,1.186158431176156E-7-4.214663559694397E-6i
,-0.014408179374155065-0.02716880654435414i,-2.9495511255355588E-6-2.4333761095329293E-6i,0.04121449646232866-0.09411802336563327i,0.915598376799877+0.37115624549727555i,0.0408286100088954-0.10314278737531661i,-0.0027638649075511904-0.010128396752269868i,-4.5875597656787706E-4-0.0014739653048713836i,-6.527021382712013E-5-3.7725449108228165E-4i,-1.4138670136739187E-5-1.1657571720665937E-4i,-4.067693283446094E-6-3.827089161518227E-5i,-7.325822692581298E-7-1.2243720191469779E-5i
,-0.002632009323834685-0.0012773923775117103i,-9.436307067046619E-6-6.3450311010465295E-6i,-0.0021296660024625242-0.009550213381839923i,0.04082914458825311-0.10314263140230122i,0.9150418008209906+0.3712795309679885i,0.04085367393568636-0.10321737918520611i,-0.0027710661012194547-0.010115453828869936i,-4.5900521171752845E-4-0.0014733689807504408i,-6.595149127172484E-5-3.767495594890964E-4i,-1.4136426174102613E-5-1.1647933217176376E-4i,-1.6470212643022473E-6-3.660180728600212E-5i
,-3.9940698520422716E-4-1.7835372015128948E-4i,-2.7962071838262885E-5-1.8556376511434206E-5i,-3.5124741575749143E-4-0.0014146688078486972i,-0.0027626132562743634-0.010128837153149006i,0.040853656836194435-0.10321692812214096i,0.9149934073112318+0.3714015833043771i,0.04081881609763092-0.10310253220653409i,-0.002757074544832195-0.010109283677756356i,-4.597228776287458E-4-0.00147286252131913i,-6.526228879397543E-5-3.7716379024920984E-4i,-6.895542445982054E-6-1.1182515378226848E-4i
,-9.340717560401246E-5-5.667181795719742E-5i,-9.376240648332542E-5-5.640937679064164E-5i,-4.096612313928473E-5-3.6194218685296325E-4i,-4.590258442075504E-4-0.0014741721300966762i,-0.0027709170188959754-0.01011534880027014i,0.04081862598103179-0.10310313142069992i,0.91499856324436+0.3714614601222211i,0.04079493627974212-0.10300663289066286i,-0.0027649874561502647-0.01011133823315459i,-4.5833522814388647E-4-0.0014737533994842451i,-4.0785241543394386E-5-3.6165140997105477E-4i
,-2.808344278459161E-5-1.8279670963336038E-5i,-4.0111169541416267E-4-1.7783420662434814E-4i,-6.970835961076677E-6-1.1177137986749438E-4i,-6.527098496596255E-5-3.7711418818642386E-4i,-4.59516664385057E-4-0.0014725113164297558i,-0.002759135079959355-0.010108725139801801i,0.040795367723731144-0.10300768431015227i,0.9149113969222974+0.3716416236390116i,0.04085747446363269-0.10317612415436786i,-0.002762196982463776-0.010128085433284771i,-3.519730225702809E-4-0.0014138434903423656i
,-9.40992428610446E-6-6.403721632339556E-6i,-0.0026376115980490823-0.001277604011033975i,-1.8117597001623153E-6-3.677009731522557E-5i,-1.4176132576273472E-5-1.1653994928506209E-4i,-6.582275138680025E-5-3.7651783614216726E-4i,-4.5974208955161424E-4-0.0014722688088474i,-0.0027634701566400894-0.010110785387975822i,0.040857651975030954-0.1031758524898835i,0.9150072191776787+0.37136626494126i,0.040865403315799-0.10317370605904419i,-0.0021337433744123167-0.009555962336176078i
,-3.376527031373301E-6-2.0595479841638136E-6i,-0.014425355970013343-0.027177334199753274i,-3.2775017943896304E-7-1.241167800674991E-5i,-4.015036137943442E-6-3.820147290960723E-5i,-1.4172046686777597E-5-1.1651440869799101E-4i,-6.522303765126204E-5-3.7715364034697415E-4i,-4.57999143515689E-4-0.0014738771196419077i,-0.0027618155044710083-0.01012917186153364i,0.04086603472460106-0.10317398061469603i,0.9154746091688253+0.3714312157536924i,0.04126863925370676-0.09416078488348584i
